url_path,views_total,views_unique
/stablecaps/terraform_and_serverless_demo/tree/master/terraform_v2/entrypoints/exifripper_buckets_and_iam_role,2,1
/stablecaps/terraform_and_serverless_demo/tree/master,1,1
