time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-18 00:00:00+00:00,21,7,0,0
2026-06-19 00:00:00+00:00,53,13,0,0
2026-06-20 00:00:00+00:00,33,8,0,0
2026-06-21 00:00:00+00:00,47,9,0,0
2026-06-22 00:00:00+00:00,44,10,0,0
2026-06-23 00:00:00+00:00,40,11,0,0
2026-06-24 00:00:00+00:00,38,8,0,0
2026-06-25 00:00:00+00:00,19,4,0,0
2026-06-26 00:00:00+00:00,18,9,0,0
2026-06-27 00:00:00+00:00,18,6,0,0
2026-06-28 00:00:00+00:00,14,5,0,0
2026-06-29 00:00:00+00:00,21,8,0,0
2026-06-30 00:00:00+00:00,15,6,0,0
2026-07-01 00:00:00+00:00,13,4,1,1
